address,decimals,symbol
0x5399d094b5eC64bDeeE130206098EF0e385Dc2e9,6,HIP
0x1F23B787053802108fED5B67CF703f0778AEBaD8,18,BASS
0xaAF7c59712Fb510857Ff9bbD37885fb88a82849A,18,ANTY
0x52de0096836BadA37c83d6648E0615c40f2D9e51,18,BABYBRETT
0xC2242D173b610220a5921BC16BD8d9cB31156142,18,BASEIC
0x8319767a7B602f88e376368DCa1B92d38869B9b4,18,PEACH
0x8b67f2E56139cA052a7EC49cBCd1aA9c83F2752a,18,FLIES
0xbe92452bb46485AF3308e6d77786bFBE3557808d,18,CASH
0xD1412D909F67B8Db7505DdFCF26CF2303f4B1bB4,18,RIKU
0x4d25E94291FE8dcFBfA572cbB2aAa7B755087c91,18,HIGH
0xCc7FF230365bD730eE4B352cC2492CEdAC49383e,18,HYUSD
0xE3086852A4B125803C815a158249ae468A3254Ca,18,MFER
0x639C0D019C257966C4907bD4E68E3F349bB58109,18,QUACK
0x6432096f054288Ee45b7f6ad8863a1F4A8e1201C,18,FOMO
0xD064c53f043d5aee2Ac9503B13eE012BF2def1d0,18,DEFIDO
0x5F819f701D6Ca4A38ceCa5C23e72528580b01977,18,ZED
0xd022723A5005f53C95B51D1822f42B1A3366EE4D,18,COIN
0xD2FAA0cAeE8421959aa13Fbd20A7ed7e93702FFE,18,BALDO
0xaFe5451185513925F5E757F001425338Ff93412D,18,PARTICLE
0x063D2DB6D348Fa5957b78B6141d144426486c68C,18,CAT
0x4acC81dc9c03e5329a2c19763A1D10ba9308339F,18,BOON
0x0a1d576f3eFeF75b330424287a95A366e8281D54,6,AUSDC
0xCb327b99fF831bF8223cCEd12B1338FF3aA322Ff,18,BSDETH
0xCA7465e2C4e6fFa198e11ddFA2e6C6b3522Bf799,18,MARK
0xa4AF354d466E8A68090DD9EB2CB7caF162f4c8c2,18,SWPRS
0x21eCEAf3Bf88EF0797E3927d855CA5bb569a47fc,18,VOID
0x1Dedb41feB0E12637a820C22c1B739ca2e75B48C,18,BBOOK
0xFF0C532FDB8Cd566Ae169C1CB157ff2Bdc83E105,18,FP
0x43e94BD32ac8E57a6009cDE6790d95761120D4E9,18,DEWN
0x7AeF64e5997a81f695E0bc951CA874afCcD4D1e1,18,OVER
0x0d97F261b1e88845184f678e2d1e7a98D9FD38dE,18,TYBG
0x60Cbb875D3c6314280Dd90a4Fe6cAFC1d7Ce5DfD,9,EBASE
0x3347453Ced85bd288D783d85cDEC9b01Ab90f9D8,9,FTW
0x6F10607507afF450b8Cf0A6fa2641a781889DdfA,9,MILO
0x602417EE10667d0eB216b4a4092aaB0bbe4D0511,8,XOLO
0x5Eb7EdfcAD75415abB54C345A4ea6eC390f77207,18,FORTUNE
0xa7152fA3b1fA9ec858e959164758A66f1ECF33F7,18,CHICKY
0xeA930c80d8eac45993d127055E718555e7155fB1,18,INF
0x22DC834C3Ff3e45f484bF24B9B07b851B981900f,18,SMUDCAT
0x63e71271719f03D7233f4Fa306B6Ea868D0f52fF,18,BINU
0x30ed6eb751Bb1f94a35256dd68B01D1D27B576A5,18,ROACH
0xBa5E6fa2f33f3955f0cef50c63dCC84861eAb663,18,BASED
0xd473475958d4C1538418224a52E5c0a6c997835A,18,CAP
0x9a26F5433671751C3276a065f57e5a02D2817973,18,KEYCAT
0x7d89E05c0B93B24B5Cb23A073E60D008FEd1aCF9,18,MEMBER
0xdda98A036E03611aa50fF457FFfbBe9163981529,18,FRENZ
0x1f3BA804eFB9CFe17D595e7262CEA4782dbF6e4E,18,HPC
0x9EDB1571f99Ea88E0f8B8409648516a4c32d8541,18,DONCAT
0x0e0c9756a3290cD782CF4aB73ac24D25291c9564,18,ANIME
0xfEA9DcDc9E23a9068bF557AD5b186675C61d33eA,18,BSHIB
0x7233062d88133B5402D39D62BFa23a1b6c8d0898,18,FORT
0x532f27101965dd16442E59d40670FaF5eBB142E4,18,BRETT
0x6921B130D297cc43754afba22e5EAc0FBf8Db75b,18,DOGINME
0xEcE7B98bD817ee5B1F2f536dAf34D0B6af8Bb542,18,ROCK
0x4229c271c19CA5F319fb67b4BC8A40761A6d6299,18,NEGED
0xecaF81Eb42cd30014EB44130b89Bcd6d4Ad98B92,18,CHAD
0x0578d8A44db98B23BF096A382e016e29a5Ce0ffe,18,HIGHER
0xd07379a755A8f11B57610154861D694b2A0f615a,18,BASE
0x76Baa16FF15D61d32E6B3576c3a8C83A25C2F180,18,PLEB
0xe8E55A847Bb446d967ef92F4580162fb8f2d3F38,18,BROGE
0xac17ee2beE7E06D3E98f7F99818572Ed9EA5774D,9,EARNFI
0x968D6A288d7B024D5012c0B25d67A889E4E3eC19,18,INT
0x10f434B3d1cC13A4A79B062Dcc25706f64D10D47,9,BEPE
0x4C584cbC3a221998Dc003349e1c12A4179E97B25,18,BMONEY
0xBC45647eA894030a4E9801Ec03479739FA2485F0,18,BENJI
0x1dd2d631c92b1aCdFCDd51A0F7145A50130050C4,18,ALB
0xC2464FB6eDC12e4c0D3aA9B201497A27e6b7eF04,18,BASEAI
0xfa7f2e933C09cD113ef6E72b76d61Fb4B27496A1,18,BTAMA
0xE1aBD004250AC8D1F199421d647e01d094FAa180,18,ROOST
0x655325df2528d3896C6BE2D8f5B98CD4020F3191,18,ORB
0xAfb89a09D82FBDE58f18Ac6437B3fC81724e4dF6,18,DOG
0x22a2488fE295047Ba13BD8cCCdBC8361DBD8cf7c,18,SONNE
0x9a54ed8d4343E8d89477285A5a0ca06Be4051ddA,18,QUAD
0x5cc5E64AB764A0f1E97F23984E20fD4528356a6a,18,XRGB
0x60D01EC2D5E98Ac51C8B4cF84DfCCE98D527c747,18,IZI
0xd857af86A2c5b4F46fc7cb8032BD4F5625577EeB,9,HOKK
0x7F62ac1e974D65Fab4A81821CA6AF659A5F46298,18,ELS
0x24fcFC492C1393274B6bcd568ac9e225BEc93584,18,MAVIA
0xF578aD8809F13dAbF921bdD3fCFBe194d0AB5628,18,VPP
0x3419875B4D3Bca7F3FddA2dB7a476A79fD31B4fE,18,DZHV
0x13F4196cC779275888440b3000AE533BbBbC3166,18,AMKT
0xb4e1B230dd0476238Fc64C99fF9D6cCDFDB2258D,18,FFM
0x417Ac0e078398C154EdFadD9Ef675d30Be60Af93,18,CRVUSD
0xC7DcCA0a3e69bD762C8DB257f868f76Be36c8514,18,KIBSHI
0xe095780bA2A64a4Efa7a74830F0b71656f0b0AD4,9,BYTE
0x0b3e328455c4059EEb9e3f84b5543F74E24e7E1b,18,VIRTUAL
0x2974dC646e375e83bd1c0342625b49f288987fA4,18,SMT
0x7CCDbA6198db389cF37b714FD6573b73F3670236,5,BSKT
0x50dA645f148798F68EF2d7dB7C1CB22A6819bb2C,8,SPX
0x42069d11A2CC72388a2e06210921E839Cfbd3280,18,GNOME
0x777b2839832982B35213063d850848369390EE16,18,JARVIS
0x66E535e8D2ebf13F49F3D49e5c50395a97C137b1,18,MOLTEN
0x0f76D32CDccDcbd602A55Af23EAF58FD1eE17245,18,BERNA
0xF4435cC8b478d54313F04c956882BE3D9aCf9F6F,18,LUCHA
0x715dA73449049d131DA72D49fb1e59F5D0d49cF0,18,PACT
0x6E51B3a19F114013E5Dc09D0477a536c7E4e0207,18,MEDIA
0x54BC229d1cB15F8B6415EfEab4290a40bc8b7D84,18,DHT
0x4158734D47Fc9692176B5085E0F52ee0Da5d47F1,18,BAL
0x1a35EE4640b0A3B87705B0A4B45D227Ba60Ca2ad,8,AXLWBTC
0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22,18,CBETH
0x65a2508C429a6078a7BC2f7dF81aB575BD9D9275,18,DAI+
0xD1dB4851bcF5B41442cAA32025Ce0Afe6B8EabC2,18,ZOOMER
0x8Fbd0648971d56f1f2c35Fa075Ff5Bc75fb0e39D,18,MBS
0xf7C1CEfCf7E1dd8161e00099facD3E1Db9e528ee,18,TOWER
0x50c5725949A6F0c72E6C4a641F24049A917DB0Cb,18,DAI
0x8F0F56472C3E5730B1EA2f444E7829288Da261E6,18,RMAV
0x236aa50979D5f3De3Bd1Eeb40E81137F22ab794b,18,TBTC
0xfA980cEd6895AC314E7dE34Ef1bFAE90a5AdD21b,18,PRIME
0xaB36452DbAC151bE02b16Ca17d8919826072f64a,18,RSR
0x489fe42C267fe0366B16b0c39e7AEEf977E841eF,18,WAMPL
0x97c806e7665d3AFd84A8Fe1837921403D59F3Dcc,18,ALI
0xa334884bF6b0A066d553D19e507315E839409e62,18,ERN
0xc5102fE9359FD9a28f877a67E36B0F050d81a3CC,18,HOP
0x09188484e1Ab980DAeF53a9755241D759C5B7d60,18,GRG
0x9EaF8C1E34F05a589EDa6BAfdF391Cf6Ad3CB239,18,YFI
0xA23dD9379F2E12D9ce76eC738b9f5e520d1D861c,18,USDEBT
0xCfA3Ef56d303AE4fAabA0592388F19d7C3399FB4,18,EUSD
0x430c67eD118F0637ffE74C98e9B90919C93b7233,18,SQUID
0x30b593f8c3ab37615359B4E0E6df2e06d55bB55d,18,FXDX
0xFF8adeC2221f9f4D8dfbAFa6B9a297d17603493D,18,WELL
0x6B4712AE9797C199edd44F897cA09BC57628a1CF,18,UNIDX
0xB6fe221Fe9EeF5aBa221c348bA20A1Bf5e73624c,18,RETH
0xf34e0cff046e154CAfCae502C7541b9E5FD8C249,18,THALES
0x8888888888f004100C0353d657BE6300587A6CcD,18,ACS
0xFd4330b0312fdEEC6d4225075b82E00493FF2e3f,18,SDEX
0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,6,USDC
0x2dAD3a13ef0C6366220f989157009e501e7938F8,18,EXTRA
0xD1f398d6B3E5e2387E413831e206CFEB5fc1dcEe,18,PUBLX
0xdCf5130274753c8050aB061B1a1DCbf583f5bFd0,18,VCNT
0x4200000000000000000000000000000000000006,18,WETH
0x74ccbe53F77b08632ce0CB91D3A545bF6B8E0979,18,BOMB
0xa617c0c739845B2941BD8eDD05c9F993EcC97C18,18,GMR
0x23ee2343B892b1BB63503a4FAbc840E0e2C6810f,6,AXL
0xEB466342C4d449BC9f53A865D5Cb90586f405215,6,AXLUSDC
0xbFd5206962267c7b4b4A8B3D76AC2E1b2A5c4d5e,18,OSAK
0x5A76A56ad937335168b30dF3AA1327277421C6Ae,18,VELA
0xF544251D25f3d243A36B07e7E7962a678f952691,18,TAROT
0x703D57164CA270b0B330A87FD159CfEF1490c0a5,18,SOFI
0xDE5ed76E7c05eC5e4572CfC88d1ACEA165109E44,18,DEUS
0xA3d1a8DEB97B111454B294E2324EfAD13a9d8396,18,OVN
0xD4a0e0b9149BCee3C920d2E00b5dE09138fd8bb7,18,AWETH
0x2b1D36f5B61AdDAf7DA7ebbd11B35FD8cfb0DE31,18,ITP
0x4621b7A9c75199271F773Ebd9A499dbd165c3191,18,DOLA
0xAde6057FcAfa57d6d51FFa341C64ce4814995995,18,BZPR1
0x4A3A6Dd60A34bB2Aba60D73B4C88315E9CeB6A3D,18,MIM
0xEbb78043e29F4af24E6266A7D142f5A08443969E,18,DERP
0xe85411C030fB32A9D8b14Bbbc6CB19417391F711,18,SUBTC
0x1c22531AA9747d76fFF8F0A43b37954ca67d28e0,18,SUETH
0x8BF591Eae535f93a242D5A954d3Cde648b48A5A8,18,SUUSD
0x4F604735c1cF31399C6E711D5962b2B3E0225AD3,18,USDGLO
0xB166E8B140D35D9D8226E40C09f757BAC5A4d87d,18,NPC
0x59D9356E565Ab3A36dD77763Fc0d87fEaf85508C,18,USDM
0xf7A0dd3317535eC4f4d29ADF9d620B3d8D5D5069,18,STERN
0xC48E605c7b722a57277e087a6170B9E227e5AC0A,18,OMNI
0xA067436Db77aB18b1a315095E4b816791609897c,18,WASSIE
0x2598c30330D5771AE9F983979209486aE26dE875,18,AI
0x881Ed0FCeF78120A135eC6cC66cEf2779FE95BBA,18,DOGEGF
0x524d524B4c9366be706D3A90dcf70076ca037aE3,18,RMRK
0x255f1B39172f65dC6406b8bEE8b08155C45Fe1b6,18,HARAMBE
0x3f95AA88dDbB7D9D484aa3D482bf0a80009c52c9,18,BERNX
0x8f019931375454Fe4EE353427eB94E2E0C9e0a8C,10,KOMPETE
0x4A506181f07Da5ddFDA4ca4c2Fa4c67001dB94B4,18,DYL
0xd7b675CD5c84A13d1d0f84509345530f6421b57C,18,OOOI
0x1F1aA4d239002bB818536c95E9b762a1FC8484C1,18,RAIN
0xE3B53AF74a4BF62Ae5511055290838050bf764Df,18,STG
0x26f3901aC8a79c50fb0d8289C74f0d09AdC42E29,18,T
0xAB8a1c03b8E4e1D21c8Ddd6eDf9e07f26E843492,18,OGRE
0x8901cB2e82CC95c01e42206F8d1F417FE53e7Af0,18,YFX
0x00e1724885473B63bCE08a9f0a52F35b0979e35A,18,OATH
0x8544FE9D190fD7EC52860abBf45088E81Ee24a8c,18,TOSHI
0x9065C9F6337fb742709A85402BAD53C78236db36,18,BASED Token
0x5c185329BC7720AebD804357043121D26036D1B3,18,BAI
0xd7c9621e3A5051f5e5A5982c8c430Fd4B55Eda22,18,BLUE
0x9bb168e7fF1C0f2FBdD844B4348c755DC7500fE1,18,HAIRY
0x5D1A42E32d84560fF46f4F06302fE4C69d28135d,18,AAA
0xA6C6502C020D58651a8a1DC044ba7514AC41bCCe,18,Gekko
0x45622e5bCe7524D911210A25F4F83b6C8766b735,18,Balls
0xa8B58B9311988a0a6bA99C323e05C30FcDCA17e3,18,BaseDOGE
0xe3Eb37cE83fac09570482A9A86A193b94849e558,18,SERAPH
0x9483ab65847A447e36d21af1CaB8C87e9712ff93,9,wUSDR
0xcAD58C7ff0410df842835Eb55ba21649bd267D9c,18,EVAWAT
0x6C781131D8D4494fe32d8Bc9394D0Fef6B1A5b8C,18,BSK
0xcE71509EA8f3488404770C2a27F69013a00D28bD,18,BBB
0x27DCB425C7005DD7558F9583797edA39A8D70ABd,18,WETH
0x213a8Dc524e37bE4C908702340C6eaaD3670023d,18,aAERO
0xd359D5440C5b68D43076b6475A5f18a3fef8fbd3,18,AAA2
0x595675dcbe5D2aD1f4d7b910c50567c0f9230633,18,SHIP
0xA61BeB4A3d02decb01039e378237032B351125B4,18,EURA
0x63A522f6E7D5B96F7aeBB74d2648545E9e14078D,9,MOARRR
